Current time: 0
Waiting people:
>>1 -> (arrT: 55; servT: 3)
	783 -> (arrT: 65; servT: 7)
	490 -> (arrT: 67; servT: 8)
	266 -> (arrT: 69; servT: 6)
	496 -> (arrT: 71; servT: 5)
	292 -> (arrT: 72; servT: 7)
	809 -> (arrT: 75; servT: 4)
	146 -> (arrT: 76; servT: 4)
	630 -> (arrT: 78; servT: 6)
	328 -> (arrT: 79; servT: 8)
	623 -> (arrT: 80; servT: 8)
	414 -> (arrT: 84; servT: 7)
	31 -> (arrT: 86; servT: 6)
	721 -> (arrT: 86; servT: 5)
	954 -> (arrT: 88; servT: 6)
server: <Thread #3> has amount of work: 17
	925 -> (arrT: 58; servT: 3)
	484 -> (arrT: 61; servT: 6)
	529 -> (arrT: 63; servT: 5)
	314 -> (arrT: 65; servT: 6)
	853 -> (arrT: 65; servT: 5)
	294 -> (arrT: 69; servT: 5)
	533 -> (arrT: 71; servT: 3)
	27 -> (arrT: 73; servT: 3)
	874 -> (arrT: 75; servT: 6)
	236 -> (arrT: 76; servT: 3)
	726 -> (arrT: 78; servT: 3)
	661 -> (arrT: 80; servT: 8)
	355 -> (arrT: 84; servT: 3)
	419 -> (arrT: 84; servT: 4)
	943 -> (arrT: 86; servT: 4)
	354 -> (arrT: 87; servT: 3)
	351 -> (arrT: 89; servT: 7)
server: <Thread #4> has amount of work: 20
	467 -> (arrT: 54; servT: 3)
	1 -> (arrT: 55; servT: 3)
	740 -> (arrT: 55; servT: 3)
	136 -> (arrT: 58; servT: 8)
	968 -> (arrT: 58; servT: 4)
	505 -> (arrT: 61; servT: 6)
	547 -> (arrT: 63; servT: 3)
	51 -> (arrT: 66; servT: 6)
	947 -> (arrT: 66; servT: 6)
	331 -> (arrT: 69; servT: 7)
	536 -> (arrT: 71; servT: 3)
	603 -> (arrT: 74; servT: 6)
	241 -> (arrT: 76; servT: 5)
	895 -> (arrT: 78; servT: 4)
	825 -> (arrT: 80; servT: 8)
	464 -> (arrT: 82; servT: 6)
	502 -> (arrT: 84; servT: 4)
	97 -> (arrT: 87; servT: 6)
	598 -> (arrT: 87; servT: 3)
	352 -> (arrT: 89; servT: 5)
server: <Thread #5> has amount of work: 19
	6 -> (arrT: 55; servT: 6)
	803 -> (arrT: 55; servT: 7)
	714 -> (arrT: 59; servT: 3)
	172 -> (arrT: 61; servT: 5)
	774 -> (arrT: 61; servT: 5)
	655 -> (arrT: 63; servT: 8)
	958 -> (arrT: 66; servT: 6)
	42 -> (arrT: 69; servT: 8)
	360 -> (arrT: 69; servT: 6)
	550 -> (arrT: 71; servT: 5)
	816 -> (arrT: 74; servT: 7)
	333 -> (arrT: 76; servT: 5)
	901 -> (arrT: 78; servT: 7)
	834 -> (arrT: 80; servT: 3)
	320 -> (arrT: 81; servT: 5)
	647 -> (arrT: 84; servT: 6)
	112 -> (arrT: 86; servT: 4)
	641 -> (arrT: 87; servT: 7)
	373 -> (arrT: 89; servT: 7)
server: <Thread #6> has amount of work: 19
	829 -> (arrT: 55; servT: 1)
	229 -> (arrT: 57; servT: 4)
	732 -> (arrT: 59; servT: 7)
	836 -> (arrT: 61; servT: 8)
	118 -> (arrT: 62; servT: 5)
	656 -> (arrT: 63; servT: 4)
	979 -> (arrT: 66; servT: 8)
	417 -> (arrT: 69; servT: 3)
	278 -> (arrT: 70; servT: 6)
	298 -> (arrT: 72; servT: 6)
	718 -> (arrT: 76; servT: 3)
	243 -> (arrT: 77; servT: 7)
	940 -> (arrT: 78; servT: 4)
	923 -> (arrT: 80; servT: 5)
	530 -> (arrT: 82; servT: 8)
	877 -> (arrT: 84; servT: 6)
	128 -> (arrT: 87; servT: 4)
	696 -> (arrT: 87; servT: 8)
	408 -> (arrT: 89; servT: 8)
server: <Thread #7> has amount of work: 20
	342 -> (arrT: 53; servT: 4)
	671 -> (arrT: 54; servT: 6)
	866 -> (arrT: 55; servT: 8)
	429 -> (arrT: 57; servT: 6)
	824 -> (arrT: 59; servT: 5)
	898 -> (arrT: 61; servT: 5)
	711 -> (arrT: 63; servT: 4)
	366 -> (arrT: 65; servT: 4)
	564 -> (arrT: 67; servT: 6)
	486 -> (arrT: 69; servT: 5)
	394 -> (arrT: 72; servT: 4)
	92 -> (arrT: 73; servT: 6)
	865 -> (arrT: 76; servT: 5)
	275 -> (arrT: 78; servT: 6)
	948 -> (arrT: 78; servT: 8)
	932 -> (arrT: 80; servT: 7)
	878 -> (arrT: 84; servT: 4)
	141 -> (arrT: 85; servT: 7)
	723 -> (arrT: 87; servT: 5)
	651 -> (arrT: 89; servT: 8)
server: <Thread #8> has amount of work: 20
	151 -> (arrT: 56; servT: 5)
	460 -> (arrT: 57; servT: 7)
	208 -> (arrT: 60; servT: 6)
	913 -> (arrT: 61; servT: 3)
	758 -> (arrT: 63; servT: 3)
	190 -> (arrT: 64; servT: 6)
	68 -> (arrT: 67; servT: 7)
	570 -> (arrT: 67; servT: 3)
	555 -> (arrT: 69; servT: 6)
	155 -> (arrT: 72; servT: 6)
	563 -> (arrT: 72; servT: 8)
	175 -> (arrT: 75; servT: 6)
	869 -> (arrT: 76; servT: 3)
	461 -> (arrT: 79; servT: 3)
	87 -> (arrT: 81; servT: 6)
	487 -> (arrT: 81; servT: 4)
	911 -> (arrT: 84; servT: 6)
	790 -> (arrT: 87; servT: 7)
	235 -> (arrT: 89; servT: 5)
	757 -> (arrT: 89; servT: 4)
server: <Thread #9> has amount of work: 19
	426 -> (arrT: 56; servT: 4)
	572 -> (arrT: 57; servT: 8)
	54 -> (arrT: 60; servT: 6)
	346 -> (arrT: 60; servT: 6)
	927 -> (arrT: 61; servT: 4)
	995 -> (arrT: 63; servT: 7)
	638 -> (arrT: 67; servT: 3)
	454 -> (arrT: 68; servT: 3)
	782 -> (arrT: 69; servT: 5)
	592 -> (arrT: 72; servT: 7)
	251 -> (arrT: 75; servT: 3)
	903 -> (arrT: 76; servT: 8)
	463 -> (arrT: 79; servT: 3)
	142 -> (arrT: 81; servT: 6)
	595 -> (arrT: 81; servT: 4)
	194 -> (arrT: 85; servT: 4)
	805 -> (arrT: 87; servT: 3)
	240 -> (arrT: 89; servT: 5)
	875 -> (arrT: 89; servT: 6)
server: <Thread #10> has amount of work: 22
	581 -> (arrT: 48; servT: 1)
	562 -> (arrT: 51; servT: 7)
	944 -> (arrT: 54; servT: 6)
	20 -> (arrT: 55; servT: 8)
	591 -> (arrT: 57; servT: 4)
	635 -> (arrT: 60; servT: 3)
	108 -> (arrT: 62; servT: 3)
	439 -> (arrT: 62; servT: 7)
	204 -> (arrT: 64; servT: 8)
	104 -> (arrT: 66; servT: 6)
	704 -> (arrT: 67; servT: 5)
	129 -> (arrT: 69; servT: 3)
	970 -> (arrT: 69; servT: 3)
	978 -> (arrT: 72; servT: 4)
	953 -> (arrT: 76; servT: 7)
	345 -> (arrT: 77; servT: 3)
	620 -> (arrT: 79; servT: 4)
	707 -> (arrT: 81; servT: 3)
	33 -> (arrT: 85; servT: 8)
	267 -> (arrT: 85; servT: 4)
	926 -> (arrT: 87; servT: 3)
	965 -> (arrT: 89; servT: 3)
server: <Thread #11> has amount of work: 18
	139 -> (arrT: 58; servT: 4)
	697 -> (arrT: 60; servT: 5)
	228 -> (arrT: 61; servT: 5)
	627 -> (arrT: 62; servT: 8)
	532 -> (arrT: 64; servT: 3)
	456 -> (arrT: 66; servT: 8)
	607 -> (arrT: 68; servT: 7)
	409 -> (arrT: 70; servT: 3)
	147 -> (arrT: 73; servT: 5)
	835 -> (arrT: 74; servT: 4)
	465 -> (arrT: 77; servT: 5)
	646 -> (arrT: 79; servT: 8)
	755 -> (arrT: 81; servT: 3)
	616 -> (arrT: 82; servT: 8)
	315 -> (arrT: 85; servT: 4)
	938 -> (arrT: 87; servT: 8)
	183 -> (arrT: 88; servT: 7)
	296 -> (arrT: 90; servT: 6)
server: <Thread #12> has amount of work: 20
	73 -> (arrT: 55; servT: 2)
	827 -> (arrT: 57; servT: 3)
	63 -> (arrT: 59; servT: 8)
	712 -> (arrT: 60; servT: 7)
	679 -> (arrT: 62; servT: 5)
	45 -> (arrT: 64; servT: 5)
	612 -> (arrT: 64; servT: 8)
	69 -> (arrT: 67; servT: 3)
	657 -> (arrT: 68; servT: 8)
	558 -> (arrT: 70; servT: 5)
	166 -> (arrT: 73; servT: 5)
	846 -> (arrT: 74; servT: 4)
	475 -> (arrT: 77; servT: 8)
	745 -> (arrT: 79; servT: 8)
	14 -> (arrT: 80; servT: 6)
	881 -> (arrT: 81; servT: 5)
	445 -> (arrT: 85; servT: 6)
	363 -> (arrT: 86; servT: 7)
	955 -> (arrT: 87; servT: 4)
	396 -> (arrT: 90; servT: 6)
server: <Thread #13> has amount of work: 17
	687 -> (arrT: 62; servT: 5)
	664 -> (arrT: 64; servT: 5)
	500 -> (arrT: 65; servT: 7)
	152 -> (arrT: 68; servT: 5)
	773 -> (arrT: 68; servT: 8)
	605 -> (arrT: 70; servT: 7)
	268 -> (arrT: 72; servT: 7)
	184 -> (arrT: 73; servT: 3)
	539 -> (arrT: 77; servT: 4)
	119 -> (arrT: 79; servT: 8)
	812 -> (arrT: 79; servT: 5)
	908 -> (arrT: 81; servT: 7)
	134 -> (arrT: 83; servT: 6)
	453 -> (arrT: 85; servT: 5)
	99 -> (arrT: 88; servT: 8)
	191 -> (arrT: 88; servT: 3)
	399 -> (arrT: 90; servT: 8)
server: <Thread #14> has amount of work: 21
	960 -> (arrT: 51; servT: 1)
	197 -> (arrT: 55; servT: 6)
	896 -> (arrT: 57; servT: 7)
	199 -> (arrT: 58; servT: 6)
	729 -> (arrT: 60; servT: 6)
	437 -> (arrT: 61; servT: 3)
	750 -> (arrT: 62; servT: 7)
	752 -> (arrT: 64; servT: 8)
	343 -> (arrT: 68; servT: 3)
	797 -> (arrT: 68; servT: 7)
	761 -> (arrT: 70; servT: 6)
	195 -> (arrT: 73; servT: 5)
	67 -> (arrT: 76; servT: 8)
	541 -> (arrT: 77; servT: 4)
	899 -> (arrT: 79; servT: 3)
	25 -> (arrT: 82; servT: 7)
	140 -> (arrT: 83; servT: 3)
	471 -> (arrT: 85; servT: 6)
	380 -> (arrT: 86; servT: 3)
	247 -> (arrT: 88; servT: 4)
	403 -> (arrT: 90; servT: 8)
server: <Thread #15> has amount of work: 20
	976 -> (arrT: 57; servT: 2)
	102 -> (arrT: 60; servT: 4)
	747 -> (arrT: 60; servT: 7)
	768 -> (arrT: 62; servT: 6)
	81 -> (arrT: 63; servT: 7)
	826 -> (arrT: 64; servT: 6)
	614 -> (arrT: 66; servT: 8)
	799 -> (arrT: 68; servT: 4)
	905 -> (arrT: 70; servT: 3)
	270 -> (arrT: 72; servT: 8)
	210 -> (arrT: 73; servT: 3)
	462 -> (arrT: 75; servT: 8)
	730 -> (arrT: 77; servT: 8)
	910 -> (arrT: 79; servT: 3)
	130 -> (arrT: 83; servT: 4)
	211 -> (arrT: 83; servT: 4)
	516 -> (arrT: 85; servT: 6)
	483 -> (arrT: 86; servT: 3)
	288 -> (arrT: 88; servT: 8)
	480 -> (arrT: 90; servT: 8)
server: <Thread #16> has amount of work: 19
	215 -> (arrT: 58; servT: 3)
	778 -> (arrT: 60; servT: 6)
	912 -> (arrT: 62; servT: 8)
	48 -> (arrT: 64; servT: 8)
	882 -> (arrT: 64; servT: 6)
	849 -> (arrT: 68; servT: 5)
	274 -> (arrT: 70; servT: 5)
	935 -> (arrT: 70; servT: 7)
	277 -> (arrT: 73; servT: 3)
	749 -> (arrT: 77; servT: 7)
	309 -> (arrT: 78; servT: 6)
	962 -> (arrT: 79; servT: 3)
	382 -> (arrT: 82; servT: 5)
	813 -> (arrT: 83; servT: 7)
	83 -> (arrT: 85; servT: 8)
	618 -> (arrT: 85; servT: 5)
	154 -> (arrT: 88; servT: 5)
	470 -> (arrT: 88; servT: 4)
	608 -> (arrT: 90; servT: 8)
server: <Thread #17> has amount of work: 19
	427 -> (arrT: 55; servT: 2)
	100 -> (arrT: 58; servT: 5)
	510 -> (arrT: 58; servT: 6)
	785 -> (arrT: 60; servT: 3)
	993 -> (arrT: 62; servT: 5)
	586 -> (arrT: 65; servT: 3)
	663 -> (arrT: 66; servT: 5)
	907 -> (arrT: 68; servT: 4)
	3 -> (arrT: 71; servT: 5)
	193 -> (arrT: 71; servT: 8)
	880 -> (arrT: 73; servT: 3)
	751 -> (arrT: 77; servT: 5)
	232 -> (arrT: 79; servT: 7)
	982 -> (arrT: 79; servT: 5)
	821 -> (arrT: 83; servT: 7)
	94 -> (arrT: 85; servT: 4)
	642 -> (arrT: 85; servT: 4)
	503 -> (arrT: 88; servT: 6)
	741 -> (arrT: 90; servT: 4)
server: <Thread #18> has amount of work: 21
	822 -> (arrT: 52; servT: 1)
	440 -> (arrT: 55; servT: 8)
	60 -> (arrT: 57; servT: 8)
	622 -> (arrT: 58; servT: 3)
	164 -> (arrT: 60; servT: 3)
	798 -> (arrT: 60; servT: 3)
	93 -> (arrT: 63; servT: 5)
	9 -> (arrT: 65; servT: 8)
	668 -> (arrT: 65; servT: 8)
	909 -> (arrT: 68; servT: 4)
	120 -> (arrT: 71; servT: 8)
	222 -> (arrT: 71; servT: 3)
	1000 -> (arrT: 73; servT: 3)
	776 -> (arrT: 77; servT: 3)
	281 -> (arrT: 79; servT: 6)
	988 -> (arrT: 79; servT: 3)
	919 -> (arrT: 83; servT: 4)
	549 -> (arrT: 86; servT: 3)
	135 -> (arrT: 87; servT: 7)
	553 -> (arrT: 88; servT: 3)
	972 -> (arrT: 90; servT: 8)
server: <Thread #19> has amount of work: 20
	599 -> (arrT: 53; servT: 5)
	497 -> (arrT: 55; servT: 4)
	789 -> (arrT: 56; servT: 6)
	639 -> (arrT: 58; servT: 3)
	202 -> (arrT: 59; servT: 4)
	883 -> (arrT: 60; servT: 8)
	149 -> (arrT: 63; servT: 5)
	706 -> (arrT: 65; servT: 7)
	731 -> (arrT: 66; servT: 8)
	996 -> (arrT: 68; servT: 7)
	301 -> (arrT: 71; servT: 7)
	71 -> (arrT: 74; servT: 5)
	977 -> (arrT: 74; servT: 5)
	929 -> (arrT: 77; servT: 8)
	122 -> (arrT: 80; servT: 3)
	295 -> (arrT: 81; servT: 8)
	937 -> (arrT: 83; servT: 8)
	593 -> (arrT: 86; servT: 3)
	253 -> (arrT: 87; servT: 7)
	619 -> (arrT: 88; servT: 6)
server: <Thread #20> has amount of work: 19
	159 -> (arrT: 57; servT: 5)
	717 -> (arrT: 58; servT: 4)
	951 -> (arrT: 60; servT: 4)
	209 -> (arrT: 63; servT: 5)
	144 -> (arrT: 64; servT: 6)
	710 -> (arrT: 65; servT: 8)
	421 -> (arrT: 68; servT: 3)
	217 -> (arrT: 69; servT: 4)
	337 -> (arrT: 71; servT: 5)
	520 -> (arrT: 74; servT: 6)
	584 -> (arrT: 75; servT: 3)
	950 -> (arrT: 77; servT: 7)
	378 -> (arrT: 78; servT: 8)
	506 -> (arrT: 80; servT: 7)
	969 -> (arrT: 83; servT: 7)
	379 -> (arrT: 84; servT: 5)
	695 -> (arrT: 86; servT: 4)
	688 -> (arrT: 88; servT: 7)
	158 -> (arrT: 90; servT: 8)


Current time: 176
Waiting people:

State of servers:
server: <Thread #1> has amount of work: 21
	754 -> (arrT: 53; servT: 3)
	509 -> (arrT: 55; servT: 7)
	983 -> (arrT: 55; servT: 8)
	808 -> (arrT: 58; servT: 6)
	391 -> (arrT: 59; servT: 6)
	438 -> (arrT: 61; servT: 6)
	224 -> (arrT: 63; servT: 7)
	770 -> (arrT: 65; servT: 4)
	466 -> (arrT: 67; servT: 8)
	239 -> (arrT: 69; servT: 5)
	457 -> (arrT: 71; servT: 4)
	80 -> (arrT: 75; servT: 3)
	631 -> (arrT: 75; servT: 4)
	223 -> (arrT: 78; servT: 4)
	568 -> (arrT: 78; servT: 7)
	538 -> (arrT: 80; servT: 7)
	303 -> (arrT: 81; servT: 3)
	390 -> (arrT: 84; servT: 5)
	719 -> (arrT: 86; servT: 8)
	173 -> (arrT: 88; servT: 7)
	952 -> (arrT: 88; servT: 6)
server: <Thread #2> has amount of work: 18
	634 -> (arrT: 59; servT: 4)
	446 -> (arrT: 61; servT: 4)
	405 -> (arrT: 63; servT: 4)
	153 -> (arrT: 64; servT: 5)
	783 -> (arrT: 65; servT: 7)
	490 -> (arrT: 67; servT: 8)
	266 -> (arrT: 69; servT: 6)
	496 -> (arrT: 71; servT: 5)
	292 -> (arrT: 72; servT: 7)
	809 -> (arrT: 75; servT: 4)
	146 -> (arrT: 76; servT: 4)
	630 -> (arrT: 78; servT: 6)
	328 -> (arrT: 79; servT: 8)
	623 -> (arrT: 80; servT: 8)
	414 -> (arrT: 84; servT: 7)
	31 -> (arrT: 86; servT: 6)
	721 -> (arrT: 86; servT: 5)
	954 -> (arrT: 88; servT: 6)
server: <Thread #3> has amount of work: 17
	925 -> (arrT: 58; servT: 2)
	484 -> (arrT: 61; servT: 6)
	529 -> (arrT: 63; servT: 5)
	314 -> (arrT: 65; servT: 6)
	853 -> (arrT: 65; servT: 5)
	294 -> (arrT: 69; servT: 5)
	533 -> (arrT: 71; servT: 3)
	27 -> (arrT: 73; servT: 3)
	874 -> (arrT: 75; servT: 6)
	236 -> (arrT: 76; servT: 3)
	726 -> (arrT: 78; servT: 3)
	661 -> (arrT: 80; servT: 8)
	355 -> (arrT: 84; servT: 3)
	419 -> (arrT: 84; servT: 4)
	943 -> (arrT: 86; servT: 4)
	354 -> (arrT: 87; servT: 3)
	351 -> (arrT: 89; servT: 7)
server: <Thread #4> has amount of work: 20
	467 -> (arrT: 54; servT: 2)
	1 -> (arrT: 55; servT: 3)
	740 -> (arrT: 55; servT: 3)
	136 -> (arrT: 58; servT: 8)
	968 -> (arrT: 58; servT: 4)
	505 -> (arrT: 61; servT: 6)
	547 -> (arrT: 63; servT: 3)
	51 -> (arrT: 66; servT: 6)
	947 -> (arrT: 66; servT: 6)
	331 -> (arrT: 69; servT: 7)
	536 -> (arrT: 71; servT: 3)
	603 -> (arrT: 74; servT: 6)
	241 -> (arrT: 76; servT: 5)
	895 -> (arrT: 78; servT: 4)
	825 -> (arrT: 80; servT: 8)
	464 -> (arrT: 82; servT: 6)
	502 -> (arrT: 84; servT: 4)
	97 -> (arrT: 87; servT: 6)
	598 -> (arrT: 87; servT: 3)
	352 -> (arrT: 89; servT: 5)
server: <Thread #5> has amount of work: 19
	6 -> (arrT: 55; servT: 5)
	803 -> (arrT: 55; servT: 7)
	714 -> (arrT: 59; servT: 3)
	172 -> (arrT: 61; servT: 5)
	774 -> (arrT: 61; servT: 5)
	655 -> (arrT: 63; servT: 8)
	958 -> (arrT: 66; servT: 6)
	42 -> (arrT: 69; servT: 8)
	360 -> (arrT: 69; servT: 6)
	550 -> (arrT: 71; servT: 5)
	816 -> (arrT: 74; servT: 7)
	333 -> (arrT: 76; servT: 5)
	901 -> (arrT: 78; servT: 7)
	834 -> (arrT: 80; servT: 3)
	320 -> (arrT: 81; servT: 5)
	647 -> (arrT: 84; servT: 6)
	112 -> (arrT: 86; servT: 4)
	641 -> (arrT: 87; servT: 7)
	373 -> (arrT: 89; servT: 7)
server: <Thread #6> has amount of work: 18
	229 -> (arrT: 57; servT: 4)
	732 -> (arrT: 59; servT: 7)
	836 -> (arrT: 61; servT: 8)
	118 -> (arrT: 62; servT: 5)
	656 -> (arrT: 63; servT: 4)
	979 -> (arrT: 66; servT: 8)
	417 -> (arrT: 69; servT: 3)
	278 -> (arrT: 70; servT: 6)
	298 -> (arrT: 72; servT: 6)
	718 -> (arrT: 76; servT: 3)
	243 -> (arrT: 77; servT: 7)
	940 -> (arrT: 78; servT: 4)
	923 -> (arrT: 80; servT: 5)
	530 -> (arrT: 82; servT: 8)
	877 -> (arrT: 84; servT: 6)
	128 -> (arrT: 87; servT: 4)
	696 -> (arrT: 87; servT: 8)
	408 -> (arrT: 89; servT: 8)
server: <Thread #7> has amount of work: 20
	342 -> (arrT: 53; servT: 3)
	671 -> (arrT: 54; servT: 6)
	866 -> (arrT: 55; servT: 8)
	429 -> (arrT: 57; servT: 6)
	824 -> (arrT: 59; servT: 5)
	898 -> (arrT: 61; servT: 5)
	711 -> (arrT: 63; servT: 4)
	366 -> (arrT: 65; servT: 4)
	564 -> (arrT: 67; servT: 6)
	486 -> (arrT: 69; servT: 5)
	394 -> (arrT: 72; servT: 4)
	92 -> (arrT: 73; servT: 6)
	865 -> (arrT: 76; servT: 5)
	275 -> (arrT: 78; servT: 6)
	948 -> (arrT: 78; servT: 8)
	932 -> (arrT: 80; servT: 7)
	878 -> (arrT: 84; servT: 4)
	141 -> (arrT: 85; servT: 7)
	723 -> (arrT: 87; servT: 5)
	651 -> (arrT: 89; servT: 8)
server: <Thread #8> has amount of work: 20
	151 -> (arrT: 56; servT: 4)
	460 -> (arrT: 57; servT: 7)
	208 -> (arrT: 60; servT: 6)
	913 -> (arrT: 61; servT: 3)
	758 -> (arrT: 63; servT: 3)
	190 -> (arrT: 64; servT: 6)
	68 -> (arrT: 67; servT: 7)
	570 -> (arrT: 67; servT: 3)
	555 -> (arrT: 69; servT: 6)
	155 -> (arrT: 72; servT: 6)
	563 -> (arrT: 72; servT: 8)
	175 -> (arrT: 75; servT: 6)
	869 -> (arrT: 76; servT: 3)
	461 -> (arrT: 79; servT: 3)
	87 -> (arrT: 81; servT: 6)
	487 -> (arrT: 81; servT: 4)
	911 -> (arrT: 84; servT: 6)
	790 -> (arrT: 87; servT: 7)
	235 -> (arrT: 89; servT: 5)
	757 -> (arrT: 89; servT: 4)
server: <Thread #9> has amount of work: 19
	426 -> (arrT: 56; servT: 3)
	572 -> (arrT: 57; servT: 8)
	54 -> (arrT: 60; servT: 6)
	346 -> (arrT: 60; servT: 6)
	927 -> (arrT: 61; servT: 4)
	995 -> (arrT: 63; servT: 7)
	638 -> (arrT: 67; servT: 3)
	454 -> (arrT: 68; servT: 3)
	782 -> (arrT: 69; servT: 5)
	592 -> (arrT: 72; servT: 7)
	251 -> (arrT: 75; servT: 3)
	903 -> (arrT: 76; servT: 8)
	463 -> (arrT: 79; servT: 3)
	142 -> (arrT: 81; servT: 6)
	595 -> (arrT: 81; servT: 4)
	194 -> (arrT: 85; servT: 4)
	805 -> (arrT: 87; servT: 3)
	240 -> (arrT: 89; servT: 5)
	875 -> (arrT: 89; servT: 6)
server: <Thread #10> has amount of work: 21
	562 -> (arrT: 51; servT: 7)
	944 -> (arrT: 54; servT: 6)
	20 -> (arrT: 55; servT: 8)
	591 -> (arrT: 57; servT: 4)
	635 -> (arrT: 60; servT: 3)
	108 -> (arrT: 62; servT: 3)
	439 -> (arrT: 62; servT: 7)
	204 -> (arrT: 64; servT: 8)
	104 -> (arrT: 66; servT: 6)
	704 -> (arrT: 67; servT: 5)
	129 -> (arrT: 69; servT: 3)
	970 -> (arrT: 69; servT: 3)
	978 -> (arrT: 72; servT: 4)
	953 -> (arrT: 76; servT: 7)
	345 -> (arrT: 77; servT: 3)
	620 -> (arrT: 79; servT: 4)
	707 -> (arrT: 81; servT: 3)
	33 -> (arrT: 85; servT: 8)
	267 -> (arrT: 85; servT: 4)
	926 -> (arrT: 87; servT: 3)
	965 -> (arrT: 89; servT: 3)
server: <Thread #11> has amount of work: 18
	139 -> (arrT: 58; servT: 3)
	697 -> (arrT: 60; servT: 5)
	228 -> (arrT: 61; servT: 5)
	627 -> (arrT: 62; servT: 8)
	532 -> (arrT: 64; servT: 3)
	456 -> (arrT: 66; servT: 8)
	607 -> (arrT: 68; servT: 7)
	409 -> (arrT: 70; servT: 3)
	147 -> (arrT: 73; servT: 5)
	835 -> (arrT: 74; servT: 4)
	465 -> (arrT: 77; servT: 5)
	646 -> (arrT: 79; servT: 8)
	755 -> (arrT: 81; servT: 3)
	616 -> (arrT: 82; servT: 8)
	315 -> (arrT: 85; servT: 4)
	938 -> (arrT: 87; servT: 8)
	183 -> (arrT: 88; servT: 7)
	296 -> (arrT: 90; servT: 6)
server: <Thread #12> has amount of work: 20
	73 -> (arrT: 55; servT: 1)
	827 -> (arrT: 57; servT: 3)
	63 -> (arrT: 59; servT: 8)
	712 -> (arrT: 60; servT: 7)
	679 -> (arrT: 62; servT: 5)
	45 -> (arrT: 64; servT: 5)
	612 -> (arrT: 64; servT: 8)
	69 -> (arrT: 67; servT: 3)
	657 -> (arrT: 68; servT: 8)
	558 -> (arrT: 70; servT: 5)
	166 -> (arrT: 73; servT: 5)
	846 -> (arrT: 74; servT: 4)
	475 -> (arrT: 77; servT: 8)
	745 -> (arrT: 79; servT: 8)
	14 -> (arrT: 80; servT: 6)
	881 -> (arrT: 81; servT: 5)
	445 -> (arrT: 85; servT: 6)
	363 -> (arrT: 86; servT: 7)
	955 -> (arrT: 87; servT: 4)
	396 -> (arrT: 90; servT: 6)
server: <Thread #13> has amount of work: 17
	687 -> (arrT: 62; servT: 4)
	664 -> (arrT: 64; servT: 5)
	500 -> (arrT: 65; servT: 7)
	152 -> (arrT: 68; servT: 5)
	773 -> (arrT: 68; servT: 8)
	605 -> (arrT: 70; servT: 7)
	268 -> (arrT: 72; servT: 7)
	184 -> (arrT: 73; servT: 3)
	539 -> (arrT: 77; servT: 4)
	119 -> (arrT: 79; servT: 8)
	812 -> (arrT: 79; servT: 5)
	908 -> (arrT: 81; servT: 7)
	134 -> (arrT: 83; servT: 6)
	453 -> (arrT: 85; servT: 5)
	99 -> (arrT: 88; servT: 8)
	191 -> (arrT: 88; servT: 3)
	399 -> (arrT: 90; servT: 8)
server: <Thread #14> has amount of work: 20
	197 -> (arrT: 55; servT: 6)
	896 -> (arrT: 57; servT: 7)
	199 -> (arrT: 58; servT: 6)
	729 -> (arrT: 60; servT: 6)
	437 -> (arrT: 61; servT: 3)
	750 -> (arrT: 62; servT: 7)
	752 -> (arrT: 64; servT: 8)
	343 -> (arrT: 68; servT: 3)
	797 -> (arrT: 68; servT: 7)
	761 -> (arrT: 70; servT: 6)
	195 -> (arrT: 73; servT: 5)
	67 -> (arrT: 76; servT: 8)
	541 -> (arrT: 77; servT: 4)
	899 -> (arrT: 79; servT: 3)
	25 -> (arrT: 82; servT: 7)
	140 -> (arrT: 83; servT: 3)
	471 -> (arrT: 85; servT: 6)
	380 -> (arrT: 86; servT: 3)
	247 -> (arrT: 88; servT: 4)
	403 -> (arrT: 90; servT: 8)
server: <Thread #15> has amount of work: 20
	976 -> (arrT: 57; servT: 1)
	102 -> (arrT: 60; servT: 4)
	747 -> (arrT: 60; servT: 7)
	768 -> (arrT: 62; servT: 6)
	81 -> (arrT: 63; servT: 7)
	826 -> (arrT: 64; servT: 6)
	614 -> (arrT: 66; servT: 8)
	799 -> (arrT: 68; servT: 4)
	905 -> (arrT: 70; servT: 3)
	270 -> (arrT: 72; servT: 8)
	210 -> (arrT: 73; servT: 3)
	462 -> (arrT: 75; servT: 8)
	730 -> (arrT: 77; servT: 8)
	910 -> (arrT: 79; servT: 3)
	130 -> (arrT: 83; servT: 4)
	211 -> (arrT: 83; servT: 4)
	516 -> (arrT: 85; servT: 6)
	483 -> (arrT: 86; servT: 3)
	288 -> (arrT: 88; servT: 8)
	480 -> (arrT: 90; servT: 8)
server: <Thread #16> has amount of work: 19
	215 -> (arrT: 58; servT: 2)
	778 -> (arrT: 60; servT: 6)
	912 -> (arrT: 62; servT: 8)
	48 -> (arrT: 64; servT: 8)
	882 -> (arrT: 64; servT: 6)
	849 -> (arrT: 68; servT: 5)
	274 -> (arrT: 70; servT: 5)
	935 -> (arrT: 70; servT: 7)
	277 -> (arrT: 73; servT: 3)
	749 -> (arrT: 77; servT: 7)
	309 -> (arrT: 78; servT: 6)
	962 -> (arrT: 79; servT: 3)
	382 -> (arrT: 82; servT: 5)
	813 -> (arrT: 83; servT: 7)
